OML UID,Entity / Source,Survey Type,Status,Assignee,Neighborhood,Zone,Lat,Long,House damage,Personal impact,Intensity
MS172,MySay,Psychological & Social Support,Unknown,,,,34.43700136,35.85026204,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS173,MySay,Psychological & Social Support,Unknown,,,,33.89005848,35.49102363,Total destruction,None of the above,
MS174,MySay,Psychological & Social Support,Unknown,,,,33.89177963,35.52460749,Some damage,Physical injury,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS175,MySay,Psychological & Social Support,Unknown,,,,33.88609246,35.50377846,Some damage,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS176,MySay,Psychological & Social Support,Unknown,,,,34.44249345,35.83860994,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS177,MySay,Psychological & Social Support,Unknown,,,,33.88724514,35.5474466,No,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS178,MySay,Psychological & Social Support,Unknown,,,,33.8841342,35.55299224,Some damage,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS179,MySay,Psychological & Social Support,Unknown,,,,33.86143669,35.50881606,Some damage,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS180,MySay,Psychological & Social Support,Unknown,,,,33.87340505,35.51643774,Some damage,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS181,MySay,Psychological & Social Support,Unknown,,,,33.51852995,35.37230726,I don't have a house in Beirut,Relocation,4::Weak/ It felt like a slight earthquake
MS182,MySay,Psychological & Social Support,Unknown,,,,33.8753149,35.54791689,No,Permanent disability,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS183,MySay,Psychological & Social Support,Unknown,,,,33.36877685,35.48232079,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS184,MySay,Psychological & Social Support,Unknown,,,,33.88766344,35.50931013,Some damage,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS185,MySay,Psychological & Social Support,Unknown,,,,33.88871753,35.57619142,I don't have a house in Beirut,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS186,MySay,Psychological & Social Support,Unknown,,,,33.8313792,35.90601538,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS187,MySay,Psychological & Social Support,Unknown,,,,33.88341371,35.49716589,Some damage,Physical injury,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS188,MySay,Psychological & Social Support,Unknown,,,,33.88238508,35.5182771,Some damage,Physical injury,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS189,MySay,Psychological & Social Support,Unknown,,,,33.89508241,35.51227134,I don't have a house in Beirut,The death of a relative/close family member (ex. brother),10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS190,MySay,Psychological & Social Support,Unknown,,,,33.80521031,35.60282089,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS191,MySay,Psychological & Social Support,Unknown,,,,33.92457357,35.59255607,Some damage,Relocation,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS192,MySay,Psychological & Social Support,Unknown,,,,33.88421691,35.51261467,No,,
MS193,MySay,Psychological & Social Support,Unknown,,,,33.88966765,35.50179732,No,Relocation,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS194,MySay,Psychological & Social Support,Unknown,,,,33.8987744,35.50386429,I don't have a house in Beirut,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS195,MySay,Psychological & Social Support,Unknown,,,,33.86975994,35.91545787,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS196,MySay,Psychological & Social Support,Unknown,,,,33.87242877,35.55813074,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS197,MySay,Psychological & Social Support,Unknown,,,,34.00960346,35.81537956,I don't have a house in Beirut,None of the above,2:: Very weak / I felt the vibrations because I was in upper floors
MS198,MySay,Psychological & Social Support,Unknown,,,,33.86352898,35.54039474,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS199,MySay,Psychological & Social Support,Unknown,,,,33.8889425,35.50257683,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS200,MySay,Psychological & Social Support,Unknown,,,,33.89528795,35.53166807,Some damage,Physical injury,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS201,MySay,Psychological & Social Support,Unknown,,,,33.88955705,35.47451231,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS202,MySay,Psychological & Social Support,Unknown,,,,33.85026518,35.52838729,Some damage,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS203,MySay,Psychological & Social Support,Unknown,,,,33.82785645,35.57291402,No,None of the above,4::Weak/ It felt like a slight earthquake
MS204,MySay,Psychological & Social Support,Unknown,,,,33.89475161,35.49210219,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS205,MySay,Psychological & Social Support,Unknown,,,,33.87686371,35.51749369,No,None of the above,
MS206,MySay,Psychological & Social Support,Unknown,,,,33.90812251,35.5807751,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS207,MySay,Psychological & Social Support,Unknown,,,,33.88233977,35.52163124,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS208,MySay,Psychological & Social Support,Unknown,,,,33.9807065,35.63563111,I don't have a house in Beirut,None of the above,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS209,MySay,Psychological & Social Support,Unknown,,,,33.85978525,35.54345651,I don't have a house in Beirut,None of the above,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS210,MySay,Psychological & Social Support,Unknown,,,,33.8337281,35.51116985,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS211,MySay,Psychological & Social Support,Unknown,,,,33.87826327,35.50178289,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS212,MySay,Psychological & Social Support,Unknown,,,,33.88866399,35.50501742,Some damage,Physical injury,
MS213,MySay,Psychological & Social Support,Unknown,,,,33.89203704,35.50071604,I don't have a house in Beirut,Relocation,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS214,MySay,Psychological & Social Support,Unknown,,,,33.89726941,35.68013906,I don't have a house in Beirut,Physical injury,4::Weak/ It felt like a slight earthquake
MS215,MySay,Psychological & Social Support,Unknown,,,,33.89923231,35.50305885,No,The death of a relative/close family member (ex. brother),
MS216,MySay,Psychological & Social Support,Unknown,,,,33.8514902,35.56373831,No,,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS217,MySay,Psychological & Social Support,Unknown,,,,33.86246312,35.49833854,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS218,MySay,Psychological & Social Support,Unknown,,,,33.83835283,35.51759553,Some damage,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS219,MySay,Psychological & Social Support,Unknown,,,,33.37548571,35.47864421,I don't have a house in Beirut,None of the above,2:: Very weak / I felt the vibrations because I was in upper floors
MS220,MySay,Psychological & Social Support,Unknown,,,,33.89477121,35.50341368,I don't know,Physical injury,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS221,MySay,Psychological & Social Support,Unknown,,,,33.97043691,35.62233351,I don't have a house in Beirut,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS222,MySay,Psychological & Social Support,Unknown,,,,33.66931522,35.42961349,Total destruction,Relocation,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS223,MySay,Psychological & Social Support,Unknown,,,,33.91765631,35.60356539,I don't have a house in Beirut,Physical injury,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS224,MySay,Psychological & Social Support,Unknown,,,,33.89471245,35.52101463,Some damage,Relocation,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS225,MySay,Psychological & Social Support,Unknown,,,,33.88667168,35.51927673,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS226,MySay,Psychological & Social Support,Unknown,,,,33.85822874,35.50413514,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS227,MySay,Psychological & Social Support,Unknown,,,,33.84413426,35.50080435,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS228,MySay,Psychological & Social Support,Unknown,,,,34.43154238,35.83395651,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
